cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_pdf_parse,has_pmc_xml_parse,full_text_file,url
4wfhuvww,4ec1787f65505b0751777ff1f2cb40d13c0d2b96,PMC,On programmed ribosomal frameshifting: the alternative proteomes,10.3389/fgene.2012.00242,PMC3500957,23181069.0,cc-by,"Frameshifting results from two main mechanisms: genomic insertions or deletions (indels) or programmed ribosomal frameshifting. Whereas indels can disrupt normal protein function, programmed ribosomal frameshifting can result in dual-coding genes, each of which can produce multiple functional products. Here, I summarize technical advances that have made it possible to identify programmed ribosomal frameshifting events in a systematic way. The results of these studies suggest that such frameshifting occurs in all genomes, and I will discuss methods that could help characterize the resulting alternative proteomes.",2012-11-19,"Ketteler, Robin",Front Genet,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3500957/
l951nirf,5edd56f96660760a5f8ae69efd7d9e976a00c4ee; 106b81593063e1df0817b8ca2e0a90823003201d,PMC,Immunogenicity of Virus Like Particle Forming Baculoviral DNA Vaccine against Pandemic Influenza H1N1,10.1371/journal.pone.0154824,PMC4858234,27149064.0,cc-by,"An outbreak of influenza H1N1 in 2009, representing the first influenza pandemic of the 21st century, was transmitted to over a million individuals and claimed 18,449 lives. The current status in many countries is to prepare influenza vaccine using cell-based or egg-based killed vaccine. However, traditional influenza vaccine platforms have several limitations. To overcome these limitations, many researchers have tried various approaches to develop alternative production platforms. One of the alternative approach, we reported the efficacy of influenza HA vaccination using a baculoviral DNA vaccine (AcHERV-HA). However, the immune response elicited by the AcHERV-HA vaccine, which only targets the HA antigen, was lower than that of the commercial killed vaccine. To overcome the limitations of this previous vaccine, we constructed a human endogenous retrovirus (HERV) envelope-coated, baculovirus-based, virus-like-particle (VLP)–forming DNA vaccine (termed AcHERV-VLP) against pandemic influenza A/California/04/2009 (pH1N1). BALB/c mice immunized with AcHERV-VLP (1×10(7) FFU AcHERV-VLP, i.m.) and compared with mice immunized with the killed vaccine or mice immunized with AcHERV-HA. As a result, AcHERV-VLP immunization produced a greater humoral immune response and exhibited neutralizing activity with an intrasubgroup H1 strain (PR8), elicited neutralizing antibody production, a high level of interferon-γ secretion in splenocytes, and diminished virus shedding in the lung after challenge with a lethal dose of influenza virus. In conclusion, VLP-forming baculovirus DNA vaccine could be a potential vaccine candidate capable of efficiently delivering DNA to the vaccinee and VLP forming DNA eliciting stronger immunogenicity than egg-based killed vaccines.",2016-05-05,"Gwon, Yong-Dae; Kim, Sehyun; Cho, Yeondong; Heo, Yoonki; Cho, Hansam; Park, Kihoon; Lee, Hee-Jung; Choi, Jiwon; Poo, Haryoung; Kim, Young Bong",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4858234/
p0z3zb4i,f4016789973bc61cdb84c457c95e15426e2143b3,PMC,"Occurrence of HSV-1-induced pneumonitis in patients under standard immunosuppressive therapy for rheumatic, vasculitic, and connective tissue disease",10.1186/1471-2466-9-22,PMC2705343,19450259.0,cc-by,"BACKGROUND: Herpes simplex virus type-1 (HSV-1) has been described to cause respiratory tract infections in critically ill patients or in individuals that are immunocompromised. It is a continuing matter of debate under which circumstances HSV-1 is a relevant pathogen for pneumonitis. While its role during critical illness has been investigated by prospective interventional studies, comparatively little systematic data is available on the role of HSV-1 for pneumonitis in outpatients with autoimmune disease under a maintenance regimen of immunosuppression. METHODS: We retrospectively reviewed the charts of ~1400 patients with rheumatoid arthritis, vasculitis, and systemic lupus erythematosus (SLE) that were followed at the outpatient clinic of a German University hospital during the years 2000–2007. Episodes of admission to a ward resulting in the diagnosis of pneumonia/pneumonitis were identified, and the type of pneumonia and clinical features retrospectively studied. RESULTS: 63 patients with rheumatoid arthritis, vasculitis, or SLE were admitted to a ward and diagnosed to have pneumonia/pneumonitis. Using bronchoscopy a total of 6 cases of pulmonary infection associated with HSV-1 in the lower respiratory tract were identified. Among those, 2 cases suggested a causative role of HSV-1 as the sole agent causing pneumonitis that proved clinically responsive to antiviral treatment. In the remaining 4 cases HSV-1 appeared as a bystander of bacterial infection. Maintenance therapy with leflunomide, which inhibits HSV-1 assembly in vitro, was associated with a milder course of pneumonitis in one patient. Detection of HSV-1 was associated with stronger immunosuppressive regimens and vasculitic disease. CONCLUSION: The present study analyzed the frequency and hallmarks of cases of HSV-1 associated pneumonitis that occurred in a comparatively large cohort of patients with rheumatologic autoimmune diseases. In an area of controversy, this study provides further evidence that HSV-1 causes isolated pneumonitis in the immunocompromised. The study may provide an estimate on the frequency of relevant HSV-1 infection and bacterial agents in outpatients with autoimmune disease.",2009-05-18,"Witt, Matthias N; Braun, Gerald S; Ihrler, Stephan; Schmid, Holger",BMC Pulm Med,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2705343/
nag4at49,2f9d66c86c6ef08d8e3679e2cd01c2b140e68a32,PMC,A Dual-Mode Surface Display System for the Maturation and Production of Monoclonal Antibodies in Glyco-Engineered Pichia pastoris,10.1371/journal.pone.0070190,PMC3707868,23875020.0,cc-by,"State-of-the-art monoclonal antibody (mAb) discovery methods that utilize surface display techniques in prokaryotic and eukaryotic cells require multiple steps of reformatting and switching of hosts to transition from display to expression. This results in a separation between antibody affinity maturation and full-length mAb production platforms. Here, we report for the first time, a method in Glyco-engineered Pichia pastoris that enables simultaneous surface display and secretion of full-length mAb molecules with human-like N-glycans using the same yeast cell. This paradigm takes advantage of homo-dimerization of the Fc portion of an IgG molecule to a surface-anchored ""bait"" Fc, which results in targeting functional “half” IgGs to the cell wall of Pichia pastoris without interfering with the secretion of full length mAb. We show the utility of this method in isolating high affinity, well-expressed anti-PCSK9 leads from a designed library that was created by mating yeasts containing either light chain or heavy chain IgG libraries. Coupled with Glyco-engineered Pichia pastoris , this method provides a powerful tool for the discovery and production of therapeutic human mAbs in the same host thus improving drug developability and potentially shortening the discovery time cycle.",2013-07-10,"Shaheen, Hussam H.; Prinz, Bianka; Chen, Ming-Tang; Pavoor, Tej; Lin, Song; Houston-Cummings, Nga Rewa; Moore, Renee; Stadheim, Terrance A.; Zha, Dongxing",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3707868/
2gt3fwpy,4a94f3fe57da5dad4c965d59faf0facc2039175a,PMC,Percutaneous Vaccination as an Effective Method of Delivery of MVA and MVA-Vectored Vaccines,10.1371/journal.pone.0149364,PMC4760941,26895072.0,cc0,"The robustness of immune responses to an antigen could be dictated by the route of vaccine inoculation. Traditional smallpox vaccines, essentially vaccinia virus strains, that were used in the eradication of smallpox were administered by percutaneous inoculation (skin scarification). The modified vaccinia virus Ankara is licensed as a smallpox vaccine in Europe and Canada and currently undergoing clinical development in the United States. MVA is also being investigated as a vector for the delivery of heterologous genes for prophylactic or therapeutic immunization. Since MVA is replication-deficient, MVA and MVA-vectored vaccines are often inoculated through the intramuscular, intradermal or subcutaneous routes. Vaccine inoculation via the intramuscular, intradermal or subcutaneous routes requires the use of injection needles, and an estimated 10 to 20% of the population of the United States has needle phobia. Following an observation in our laboratory that a replication-deficient recombinant vaccinia virus derived from the New York City Board of Health strain elicited protective immune responses in a mouse model upon inoculation by tail scarification, we investigated whether MVA and MVA recombinants can elicit protective responses following percutaneous administration in mouse models. Our data suggest that MVA administered by percutaneous inoculation, elicited vaccinia-specific antibody responses, and protected mice from lethal vaccinia virus challenge, at levels comparable to or better than subcutaneous or intramuscular inoculation. High titers of specific neutralizing antibodies were elicited in mice inoculated with a recombinant MVA expressing the herpes simplex type 2 glycoprotein D after scarification. Similarly, a recombinant MVA expressing the hemagglutinin of attenuated influenza virus rgA/Viet Nam/1203/2004 (H5N1) elicited protective immune responses when administered at low doses by scarification. Taken together, our data suggest that MVA and MVA-vectored vaccines inoculated by scarification can elicit protective immune responses that are comparable to subcutaneous vaccination, and may allow for antigen sparing when vaccine supply is limited.",2016-02-19,"Meseda, Clement A.; Atukorale, Vajini; Kuhn, Jordan; Schmeisser, Falko; Weir, Jerry P.",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4760941/
mvxz7lx7,85eb641e06b0d6b1a0b202275add0c5d27e53d71,PMC,Australia's international health relations in 2003,10.1186/1743-8462-2-3,PMC552331,15720728.0,cc-by,"A survey for the year 2003 of significant developments in Australia's official international health relations, and their domestic ramifications, is presented. The discussion is set within the broader context of Australian foreign policy. Sources include official documents, media reports and consultations with officers of the Department of Health and Ageing responsible for international linkages.",2005-02-21,"Barraclough, Simon",Aust New Zealand Health Policy,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC552331/
csao3flr,9697849eeaed7f72a196d9ca4d4d8cfad6a8031e,PMC,Broad neutralizing activity of a human monoclonal antibody against H7N9 strains from 2013 to 2017,10.1038/s41426-018-0182-2,PMC6234208,30425238.0,cc-by,"H7N9 influenza virus has been circulating among humans for five epidemic waves since it was first isolated in 2013 in China. The recent increase in H7N9 infections during the fifth outbreak in China has caused concerns of a possible pandemic. In this study, we describe a previously characterized human monoclonal antibody, HNIgGA6, obtained by isolating rearranged heavy-chain and light-chain genes from patients who had recovered from H7N9 infections. HNIgGA6 recognized multiple HAs and neutralized the infectivity of 11 out of the 12 H7N9 strains tested, as well as three emerging HPAI H7N9 isolates. The only resistant strain was A/Shanghai/1/2013 (H7N9-SH1), which carries the avian receptor alleles 186V and 226Q in the sialic acid-binding pocket. The mAb broadly neutralized divergent H7N9 strains from 2013 to 2017 and represents a potential alternative treatment for H7N9 interventions.",2018-11-14,"Chen, Cong; Liu, Zuliang; Liu, Liguo; Xiao, Yan; Wang, Jianmin; Jin, Qi",Emerg Microbes Infect,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6234208/
lffsogc9,cc03e915afeb7acfe93595b75a38f7b58bf2d752,PMC,Isolation and characterization of avian coronavirus from healthy Eclectus parrots (Eclectus roratus) from Indonesia,10.14202/vetworld.2019.1797-1805,PMC6925039,32009759.0,cc-by,"BACKGROUND AND AIM: Avian coronavirus has a wide range of hosts, from chickens and turkeys to wild birds. This virus causes an economically and, possibly, environmentally, important loss in the poultry industry. Therefore, research into the avian coronavirus in various species of birds is required. The Eclectus parrot (Eclectus roratus) is an endemic bird to Indonesia and Northern Australia and often kept as pets. At present, there has been limited information about avian coronavirus infection among birds. This study aimed to determine the presence of and to characterize avian coronavirus isolated from Eclectus parrots in Indonesia. MATERIALS AND METHODS: Cloacal swab samples were taken from 10 healthy Eclectus parrots (E. roratus). Each isolate was propagated into specific pathogen-free embryonated chicken eggs. The presence of avian coronavirus was determined using three sets of primers targeting the 3’ untranslated region (3’-UTR) of avian coronavirus (UTR41+/11−), the N gene of the infectious bronchitis virus (IBVN+/−), and the S1 gene of the IBV (XCE2+/XCE2−). The infectious bronchitis vaccine strain H120 was used as a positive control. Resulting positive bands were sequenced for the S1 gene. RESULTS: None of the isolates was positive for the 3’-UTR, four isolates were positive for the N gene of infectious bronchitis, and two isolates were positive for the S1 gene of the IBV. However, only one isolate (parrot/Indonesia/BX9/16) was sequenced for the partial S1 gene with primers XCE2+/XCE2−. The partial nucleotide sequence of this isolate showed 100% homology with the IBV GI-13 lineage, specifically with a field isolate of the 4/91 variant 1 Israel and the 4/91 vaccine on the hypervariable region 3 site of the S1 gene. CONCLUSION: An IB-like avian coronavirus was isolated from healthy Eclectus parrots. Our results indicate that IBV has a wide range of hosts, which prompt the need to understand the interspecies connection of this virus better.",2019-11-19,"Suryaman, G. K.; Soejoedono, R. D.; Setiyono, A.; Poetri, O. N.; Handharyani, E.",Vet World,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6925039/
wa6k2kv6,cdf3bcf39150a5ef5537651e90d93cbccd097f79,PMC,"Etiology and Clinical Characteristics of Influenza-Like Illness (ILI) in Outpatients in Beijing, June 2010 to May 2011",10.1371/journal.pone.0028786,PMC3251557,22238581.0,cc-by,"BACKGROUND: Since May 2009, exposure of the population of Beijing, China to pH1N1 has resulted in an increase in respiratory illnesses. Limited information is available on the etiology and clinical characteristics of the influenza-like illness (ILI) that ensued in adults following the pH1N1 pandemic. METHODS: Clinical and epidemiological data of ILI in adults was collected. A total of 279 throat swabs were tested for twelve respiratory viruses using multiplex RT-PCR. Clinical characteristics of influenza A in outpatients versus test-negative patients were compared using Pearson's χ2 and the Mann-Whitney U test. 190 swabs were tested for pH1N1 by virus isolation. Consultation rates for ILI were compared between 2009 and 2010. RESULTS: One or two virus were detected in 29% of the samples. Influenza A virus (FLU-A) accounted for 22.9% (64/279). Other viruses were present at a frequency less than 3.0%. Cough was significantly associated with Influenza A virus infection (χ2, p<0.001). The positive rate of FLU-A was consistent with changes in the ILI rate during the same period and there was a significant reduction in the incidence of ILI in 2010 when compared to 2009. During the 2010–2011 influenza season, the incidence peaked in January 2011 in Beijing and north China. CONCLUSIONS: Exposure to pH1N1 had no impact on typical influenza seasonal peaks, although FLU-A remained the predominant virus for 2010 in Beijing. Symptomatically, cough was associated with FLU-A infection. The positive rate of influenza virus was consistent with changes in the ILI rate during the same period and there was a significant reduction in the incidence of ILI in 2010 when compared to that of 2009.",2012-01-04,"Yang, XiaoHua; Yao, Yao; Chen, MeiFang; Yang, Xia; Xie, YanDi; Liu, YaFen; Zhao, XiuYing; Gao, Yan; Wei, Lai",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251557/
zaeg1ujv,6a6032614741732c373d0a939ce85785519c3fa6,PMC,Recombinant Rotaviruses Rescued by Reverse Genetics Reveal the Role of NSP5 Hyperphosphorylation in the Assembly of Viral Factories,10.1128/jvi.01110-19,PMC6912106,31619556.0,cc-by,"Rotavirus (RV) replicates in round-shaped cytoplasmic viral factories, although how they assemble remains unknown. During RV infection, NSP5 undergoes hyperphosphorylation, which is primed by the phosphorylation of a single serine residue. The role of this posttranslational modification in the formation of viroplasms and its impact on virus replication remain obscure. Here, we investigated the role of NSP5 during RV infection by taking advantage of a modified fully tractable reverse-genetics system. A trans-complementing cell line stably producing NSP5 was used to generate and characterize several recombinant rotaviruses (rRVs) with mutations in NSP5. We demonstrate that an rRV lacking NSP5 was completely unable to assemble viroplasms and to replicate, confirming its pivotal role in rotavirus replication. A number of mutants with impaired NSP5 phosphorylation were generated to further interrogate the function of this posttranslational modification in the assembly of replication-competent viroplasms. We showed that the rRV mutant strains exhibited impaired viral replication and the ability to assemble round-shaped viroplasms in MA104 cells. Furthermore, we investigated the mechanism of NSP5 hyperphosphorylation during RV infection using NSP5 phosphorylation-negative rRV strains, as well as MA104-derived stable transfectant cell lines expressing either wild-type NSP5 or selected NSP5 deletion mutants. Our results indicate that NSP5 hyperphosphorylation is a crucial step for the assembly of round-shaped viroplasms, highlighting the key role of the C-terminal tail of NSP5 in the formation of replication-competent viral factories. Such a complex NSP5 phosphorylation cascade may serve as a paradigm for the assembly of functional viral factories in other RNA viruses. IMPORTANCE The rotavirus (RV) double-stranded RNA genome is replicated and packaged into virus progeny in cytoplasmic structures termed viroplasms. The nonstructural protein NSP5, which undergoes a complex hyperphosphorylation process during RV infection, is required for the formation of these virus-induced organelles. However, its roles in viroplasm formation and RV replication have never been directly assessed due to the lack of a fully tractable reverse-genetics (RG) system for rotaviruses. Here, we show a novel application of a recently developed RG system by establishing a stable trans-complementing NSP5-producing cell line required to rescue rotaviruses with mutations in NSP5. This approach allowed us to provide the first direct evidence of the pivotal role of this protein during RV replication. Furthermore, using recombinant RV mutants, we shed light on the molecular mechanism of NSP5 hyperphosphorylation during infection and its involvement in the assembly and maturation of replication-competent viroplasms.",2019-12-12,"Papa, Guido; Venditti, Luca; Arnoldi, Francesca; Schraner, Elisabeth M.; Potgieter, Christiaan; Borodavka, Alexander; Eichwald, Catherine; Burrone, Oscar R.",J Virol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6912106/
febjiiwn,c4127920bfadc5eaa2ff7d2180f8e1de7e3a673a,PMC,"Temporal Analysis of the Honey Bee Microbiome Reveals Four Novel Viruses and Seasonal Prevalence of Known Viruses, Nosema, and Crithidia",10.1371/journal.pone.0020656,PMC3110205,21687739.0,cc-by,"Honey bees (Apis mellifera) play a critical role in global food production as pollinators of numerous crops. Recently, honey bee populations in the United States, Canada, and Europe have suffered an unexplained increase in annual losses due to a phenomenon known as Colony Collapse Disorder (CCD). Epidemiological analysis of CCD is confounded by a relative dearth of bee pathogen field studies. To identify what constitutes an abnormal pathophysiological condition in a honey bee colony, it is critical to have characterized the spectrum of exogenous infectious agents in healthy hives over time. We conducted a prospective study of a large scale migratory bee keeping operation using high-frequency sampling paired with comprehensive molecular detection methods, including a custom microarray, qPCR, and ultra deep sequencing. We established seasonal incidence and abundance of known viruses, Nosema sp., Crithidia mellificae, and bacteria. Ultra deep sequence analysis further identified four novel RNA viruses, two of which were the most abundant observed components of the honey bee microbiome (∼10(11) viruses per honey bee). Our results demonstrate episodic viral incidence and distinct pathogen patterns between summer and winter time-points. Peak infection of common honey bee viruses and Nosema occurred in the summer, whereas levels of the trypanosomatid Crithidia mellificae and Lake Sinai virus 2, a novel virus, peaked in January.",2011-06-07,"Runckel, Charles; Flenniken, Michelle L.; Engel, Juan C.; Ruby, J. Graham; Ganem, Donald; Andino, Raul; DeRisi, Joseph L.",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3110205/
n5w88l23,b5af7319ee1fd5e9cc3cf8c5836b19a408ac519b,PMC,Inhibition of a Putative Dihydropyrimidinase from Pseudomonas aeruginosa PAO1 by Flavonoids and Substrates of Cyclic Amidohydrolases,10.1371/journal.pone.0127634,PMC4437985,25993634.0,cc-by,"Dihydropyrimidinase is a member of the cyclic amidohydrolase family, which also includes allantoinase, dihydroorotase, hydantoinase, and imidase. These metalloenzymes possess very similar active sites and may use a similar mechanism for catalysis. However, whether the substrates and inhibitors of other cyclic amidohydrolases can inhibit dihydropyrimidinase remains unclear. This study investigated the inhibition of dihydropyrimidinase by flavonoids and substrates of other cyclic amidohydrolases. Allantoin, dihydroorotate, 5-hydantoin acetic acid, acetohydroxamate, orotic acid, and 3-amino-1,2,4-triazole could slightly inhibit dihydropyrimidinase, and the IC(50) values of these compounds were within the millimolar range. The inhibition of dihydropyrimidinase by flavonoids, such as myricetin, quercetin, kaempferol, galangin, dihydromyricetin, and myricitrin, was also investigated. Some of these compounds are known as inhibitors of allantoinase and dihydroorotase. Although the inhibitory effects of these flavonoids on dihydropyrimidinase were substrate-dependent, dihydromyricetin significantly inhibited dihydropyrimidinase with IC(50) values of 48 and 40 μM for the substrates dihydrouracil and 5-propyl-hydantoin, respectively. The results from the Lineweaver−Burk plot indicated that dihydromyricetin was a competitive inhibitor. Results from fluorescence quenching analysis indicated that dihydromyricetin could form a stable complex with dihydropyrimidinase with the K (d) value of 22.6 μM. A structural study using PatchDock showed that dihydromyricetin was docked in the active site pocket of dihydropyrimidinase, which was consistent with the findings from kinetic and fluorescence studies. This study was the first to demonstrate that naturally occurring product dihydromyricetin inhibited dihydropyrimidinase, even more than the substrate analogs (>3 orders of magnitude). These flavonols, particularly myricetin, may serve as drug leads and dirty drugs (for multiple targets) for designing compounds that target several cyclic amidohydrolases.",2015-05-19,"Huang, Cheng-Yang",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4437985/
w5dxuyg1,d408854267a5f3330fab52531265d9a38a91e60f,PMC,Feline Infectious Peritonitis as a Systemic Inflammatory Disease: Contribution of Liver and Heart to the Pathogenesis,10.3390/v11121144,PMC6949997,31835559.0,cc-by,"Feline infectious peritonitis (FIP) is a fatal immune-mediated disease of cats, induced by feline coronavirus (FCoV). A combination of as yet poorly understood host and viral factors combine to cause a minority of FCoV-infected cats to develop FIP. Clinicopathological features include fever, vasculitis, and serositis, with or without effusions; all of which indicate a pro-inflammatory state with cytokine release. As a result, primary immune organs, as well as circulating leukocytes, have thus far been of most interest in previous studies to determine the likely sources of these cytokines. Results have suggested that these tissues alone may not be sufficient to induce the observed inflammation. The current study therefore focussed on the liver and heart, organs with a demonstrated ability to produce cytokines and therefore with huge potential to exacerbate inflammatory processes. The IL-12:IL-10 ratio, a marker of the immune system’s inflammatory balance, was skewed towards the pro-inflammatory IL-12 in the liver of cats with FIP. Both organs were found to upregulate mRNA expression of the inflammatory triad of cytokines IL-1β, IL-6, and TNF-α in FIP. This amplifying step may be one of the missing links in the pathogenesis of this enigmatic disease.",2019-12-10,"Malbon, Alexandra J; Fonfara, Sonja; Meli, Marina L; Hahn, Shelley; Egberink, Herman; Kipar, Anja",Viruses,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6949997/
6lv3di4x,68ca53b6414e682661c4decd41eb9ff00574d862,PMC,Targeting of the Nasal Mucosa by Japanese Encephalitis Virus for Non-Vector-Borne Transmission,10.1128/jvi.01091-18,PMC6258954,30282716.0,cc-by,"The mosquito-borne Japanese encephalitis virus (JEV) causes severe central nervous system diseases and cycles between Culex mosquitoes and different vertebrates. For JEV and some other flaviviruses, oronasal transmission is described, but the mode of infection is unknown. Using nasal mucosal tissue explants and primary porcine nasal epithelial cells (NEC) at the air-liquid interface (ALI) and macrophages as ex vivo and in vitro models, we determined that the nasal epithelium could represent the route of entry and exit for JEV in pigs. Porcine NEC at the ALI exposed to with JEV resulted in apical and basolateral virus shedding and release of monocyte recruiting chemokines, indicating infection and replication in macrophages. Moreover, macrophages stimulated by alarmins, including interleukin-25, interleukin-33, and thymic stromal lymphopoietin, were more permissive to the JEV infection. Altogether, our data are important to understand the mechanism of non-vector-borne direct transmission of Japanese encephalitis virus in pigs. IMPORTANCE JEV, a main cause of severe viral encephalitis in humans, has a complex ecology composed of a mosquito-waterbird cycle and a cycle involving pigs, which amplifies virus transmission to mosquitoes, leading to increased human cases. JEV can be transmitted between pigs by contact in the absence of arthropod vectors. Moreover, virus or viral RNA is found in oronasal secretions and the nasal epithelium. Using nasal mucosa tissue explants and three-dimensional porcine nasal epithelial cells cultures and macrophages as ex vivo and in vitro models, we determined that the nasal epithelium could be a route of entry as well as exit for the virus. Infection of nasal epithelial cells resulted in apical and basolateral virus shedding and release of monocyte recruiting chemokines and therefore infection and replication in macrophages, which is favored by epithelial-cell-derived cytokines. The results are relevant to understand the mechanism of non-vector-borne direct transmission of JEV.",2018-11-27,"García-Nicolás, Obdulio; Braun, Roman O.; Milona, Panagiota; Lewandowska, Marta; Dijkman, Ronald; Alves, Marco P.; Summerfield, Artur",J Virol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6258954/
lg93okwg,1a52cac849bdb5840d115cf513ec8cc63dc2d56c,PMC,The N-terminal domains of FLASH and Lsm11 form a 2:1 heterotrimer for histone pre-mRNA 3’-end processing,10.1371/journal.pone.0186034,PMC5636114,29020104.0,cc-by,"Unlike canonical pre-mRNAs, animal replication-dependent histone pre-mRNAs lack introns and are processed at the 3’-end by a mechanism distinct from cleavage and polyadenylation. They have a 3’ stem loop and histone downstream element (HDE) that are recognized by stem-loop binding protein (SLBP) and U7 snRNP, respectively. The N-terminal domain (NTD) of Lsm11, a component of U7 snRNP, interacts with FLASH NTD and these two proteins recruit the histone cleavage complex containing the CPSF-73 endonuclease for the cleavage reaction. Here, we determined crystal structures of FLASH NTD and found that it forms a coiled-coil dimer. Using solution light scattering, we characterized the stoichiometry of the FLASH NTD-Lsm11 NTD complex and found that it is a 2:1 heterotrimer, which is supported by observations from analytical ultracentrifugation and crosslinking.",2017-10-11,"Aik, Wei Shen; Lin, Min-Han; Tan, Dazhi; Tripathy, Ashutosh; Marzluff, William F.; Dominski, Zbigniew; Chou, Chi-Yuan; Tong, Liang",PLoS One,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5636114/
gz38qibg,ec09394ffef7660b3a7013dda8e10786bb51e3d6; 773219a6abb0977144db395a5d94f63ce2eb03c6,PMC,Stabilized coronavirus spikes are resistant to conformational changes induced by receptor recognition or proteolysis,10.1038/s41598-018-34171-7,PMC6200764,30356097.0,cc-by,"Severe acute respiratory syndrome coronavirus (SARS-CoV) emerged in 2002 as a highly transmissible pathogenic human betacoronavirus. The viral spike glycoprotein (S) utilizes angiotensin-converting enzyme 2 (ACE2) as a host protein receptor and mediates fusion of the viral and host membranes, making S essential to viral entry into host cells and host species tropism. As SARS-CoV enters host cells, the viral S is believed to undergo a number of conformational transitions as it is cleaved by host proteases and binds to host receptors. We recently developed stabilizing mutations for coronavirus spikes that prevent the transition from the pre-fusion to post-fusion states. Here, we present cryo-EM analyses of a stabilized trimeric SARS-CoV S, as well as the trypsin-cleaved, stabilized S, and its interactions with ACE2. Neither binding to ACE2 nor cleavage by trypsin at the S1/S2 cleavage site impart large conformational changes within stabilized SARS-CoV S or expose the secondary cleavage site, S2′.",2018-10-24,"Kirchdoerfer, Robert N.; Wang, Nianshuang; Pallesen, Jesper; Wrapp, Daniel; Turner, Hannah L.; Cottrell, Christopher A.; Corbett, Kizzmekia S.; Graham, Barney S.; McLellan, Jason S.; Ward, Andrew B.",Sci Rep,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6200764/
6719ch30,5e85184d2ba432306c3c21f22113aa590b09fe89,PMC,Neuronal CCL2 expression drives inflammatory monocyte infiltration into the brain during acute virus infection,10.1186/s12974-017-1015-2,PMC5715496,29202854.0,cc-by,"BACKGROUND: Viral encephalitis is a dangerous compromise between the need to robustly clear pathogen from the brain and the need to protect neurons from bystander injury. Theiler’s murine encephalomyelitis virus (TMEV) infection of C57Bl/6 mice is a model of viral encephalitis in which the compromise results in hippocampal damage and permanent neurological sequelae. We previously identified brain-infiltrating inflammatory monocytes as the primary driver of this hippocampal pathology, but the mechanisms involved in recruiting these cells to the brain were unclear. METHODS: Chemokine expression levels in the hippocampus were assessed by microarray, ELISA, RT-PCR, and immunofluorescence. Monocyte infiltration during acute TMEV infection was measured by flow cytometry. CCL2 levels were manipulated by immunodepletion and by specific removal from neurons in mice generated by crossing a line expressing the Cre recombinase behind the synapsin promoter to animals with floxed CCL2. RESULTS: Inoculation of the brain with TMEV induced hippocampal production of the proinflammatory chemokine CCL2 that peaked at 6 h postinfection, whereas inoculation with UV-inactivated TMEV did not elicit this response. Immunofluorescence revealed that hippocampal neurons expressed high levels of CCL2 at this timepoint. Genetic deletion of CCR2 and systemic immunodepletion of CCL2 abrogated or blunted the infiltration of inflammatory monocytes into the brain during acute infection. Specific genetic deletion of CCL2 from neurons reduced serum and hippocampal CCL2 levels and inhibited inflammatory monocyte infiltration into the brain. CONCLUSIONS: We conclude that intracranial inoculation with infectious TMEV rapidly induces the expression of CCL2 in neurons, and this cellular source is necessary for CCR2-dependent infiltration of inflammatory monocytes into the brain during the most acute stage of encephalitis. These findings highlight a unique role for neuronal production of chemokines in the initiation of leukocytic infiltration into the infected central nervous system.",2017-12-04,"Howe, Charles L.; LaFrance-Corey, Reghann G.; Goddery, Emma N.; Johnson, Renee K.; Mirchia, Kanish",J Neuroinflammation,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5715496/
